Title,Company,Location,Salary,Days,Summary
Associate Scientist-Immunology,Syngene,India,None,11 days ago,"Excellent attention to experimental details, data documentation and clear communication of compiled data to team members."
Analyst,The Nielsen Company,"Vadodara, Gujarat",None,11 days ago,"Data ensuring consistency & data accuracy.
Work closely with client consultants in order to prepare data, process data, validate.
Data for a new angle."
Machine Learning Science Leader,CareerXperts,India,None,30+ days ago,"Strong communication and data presentation skills.
Experience working with advertising, retail or e-commerce data.
Experience working with distributed teams."
Cognos Developer,IBM,"Bengaluru, Karnataka",None,3 days ago,"Hands-on experience with a data modelling tool such as ERwin or ER Studio.
Coordinate with data architecture and modelling team to design databases and prepare…"
Manual Tester,FIS Global,"Chennai, Tamil Nadu",None,Just posted,"Develops, maintains and upgrades manual or automated test scripts, utilities, simulators, data sets and other programmatic test tools required to execute test…"
Data Scientist 4,Oracle,"Hyderabad, Telangana",None,30+ days ago,"In this role, you will be doing a blend of traditional data science work and big data/software engineering.
This work may span all aspects of the data science…"
Machine Learning Internship,Sarvvid AI,"Delhi, Delhi","₹5,000 a month",12 days ago,Sarvvid-AI has the vision to create a smarter industry: We bring artificial intelligence and apply machine learning to new domains.
Lead Data Scientist,Vestas,"Chennai, Tamil Nadu",None,12 days ago,Enable operational organization by data analytics deployed through self-service BI tools to make better decisions based on insights from data to improve…
Graduate Engineer Trainee,National Payments Corporation of India,"Mumbai, Maharashtra",None,30+ days ago,"Good with data sampling and data mining techniques to build models on skewed data sets.
Knowledge of data models Spark, Spark SQL, PY Spark and Hive programming…"
AI NLP ENGINEER,NLPBOTS,"Pune, Maharashtra",None,30+ days ago,"Software engineer with experience in NLP and Machine Learning.
You will join our team of NLP, ML experts to work on our cutting edge AI NLP Product, building…"
Knowledge Associate,Innoplexus,"Pune, Maharashtra",None,13 days ago,"Understanding of Biological data and databases.
Our products leverage proprietary algorithms and patent pending technologies to help global Life sciences &…"
Executive - Quality Control Biologics,Syngene,India,None,14 days ago,"Educational Qualification: Masters in life sciences (Biochemistry or biotechnology).
Preparation of batch release documents like specifications, STPs with…"
"Software Engineer/Programmer, Computer Operator/Data Entry",Talent Corner Hr Services Private Limited,"Visakhapatnam, Andhra Pradesh",None,11 days ago,"Sound leadership in statistical best practices as applied to data science.
Job Description :Job Description- Sound leadership in statistical best practices as…"
Application Developer: Microsoft Analytics,IBM,"Bengaluru, Karnataka",None,4 days ago,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.
How we’ll help you grow..."
Data Scientist,ASSPL - Karnataka,"Bengaluru, Karnataka",None,30+ days ago,"Strong grasp of machine learning, data mining and data analytics techniques.
Work with partner teams where needed to facilitate permissions and acquisition of…"
Data Scientist- AI,Lymbyc Solutions,"Bengaluru, Karnataka",None,30+ days ago,"Must have minimum of 3-5 years of industry experience in developing data science models.
We have created the world’s first data scientist, Leni, capable of…"
Internal Investigations Analyst,Ernst & Young,"Gurgaon, Haryana",None,10 days ago,"Degree in computer science or a related discipline.
The Analyst will document investigative process within those data stores, automate data collection for…"
Machine Learning Engineer,ALSTOM,"Bengaluru, Karnataka",None,30+ days ago,"Experience in data mining, Text Mining, working and creating data architectures.
Design and develop data-driven analysis, models for importing of text document,…"
Machine Learning Internship,Neolen,"Delhi, Delhi","₹2,000 - ₹5,000 a month",9 days ago,"Neolen introduces artificial intelligence for various industries to reduce production error, cut down costs, skyrocket productivity, enable faster decision,…"
INTERN,ON Semiconductor,India,None,12 days ago,"BS with/or MS degree in data science, mathematics, systems application or applied data preferred.
Minimum theoretical and hands-on experience with; data…"
Regional Medical Advisor (Respiratory- Fasenra),AstraZeneca,"Tughlakabad, Delhi",None,3 days ago,"Prepare and give relevant high level medical science presentations at congresses, symposia and scientific meetings.
Develop a strong local KOL network."
Clinical Data Programming Lead,Icon plc,Assam,None,27 days ago,"Program data sets per specification.
Program clinical data programs per specification.
Advanced knowledge of the clinical data programming development life…"
Solution Architect- BI,Eaton,"Pune, Maharashtra",None,4 days ago,"Proven experience working with large data volumes.
Expert level understanding of data warehousing and business intelligence principles.
It all relies on power."
Clinical Research Associate - I,AXIS Clinicals,"Miyapur, Hyderabad, Telangana",None,10 days ago,"Obtain any missing/incomplete data from investigators in conjunction with CRAs.
Educated to Bachelor’s or Master’s degree level (biological/ life science,…"
Clinical Data Manager,Novartis,"Hyderabad, Telangana",None,18 days ago,Performs ongoing review of all data generated from the clinical study including Third party and local lab data as well as SAE reconciliation where applicable.
Big Data Engineer,PayU,"Bengaluru, Karnataka",None,30+ days ago,"Experience processing large amounts of structured and unstructured data, including integrating data from multiple sources.
Gather and process raw data at scale."
Engineering Director,American Express,"Bengaluru, Karnataka",None,8 days ago,"There’s a difference between having a job and making a difference.
American Express has been making a difference in people’s lives for over 160 years, backing…"
Data Science AI Ops Lead,AstraZeneca,"Chennai, Tamil Nadu",None,30+ days ago,"Understanding of the latest AI webservices and data science tools, from DataBricks to citizen data science tools like Dataiku, C3."
Business analyst,Cognizant,"Bengaluru, Karnataka",None,3 days ago,"O Adept at Excel based data analysis.
O Hands on working knowledge of SFDC (extract data, create new reports, edit existing dashboards)."
"Associate Director, TIBCO,IBM MQ, Integration",PepsiCo,"Hyderabad, Telangana",None,7 days ago,"Global enterprise architecture expertise in application & data integration with middleware platforms.
Global enterprise architecture expertise in application &…"
"VP - Finance/CFO, Medical Science Liasion",UST Global Singapore Pte Limited,"Thiruvananthapuram, Kerala",None,10 days ago,Job Description : The MS Data Scientist- will be responsible to define and implement the Client Data Management Strategy; considering the integrity; governance…
"Analyst / Associate , Data Engineering",BlackRock,"Gurgaon, Haryana",None,27 days ago,"The data platform is compelling analytics offering, supported by high quality historical data.
This data is fully quality-controlled and can be integrated with…"
Decision Science Analyst,Snaphunt Pte Ltd,"Bengaluru, Karnataka",None,20 days ago,"Experience working with large data sets, thorough knowledge of SQL, and top data mining softwares, data viz tools like Tableau software is required."
Environmental Science And Engineering Internship,Global Green Envirosystems,"Aligarh, Uttar Pradesh","₹2,000 a month",13 days ago,"Working on article writeup /data search for article 5.
Working on data analysis of solid waste audit/management, projects/environmental performance evaluation…"
Research Analyst,"The Center for Disease Dynamics, Economics & Polic...","New Delhi, Delhi",None,30+ days ago,"We seek applicants with backgrounds in computer science, data science to work as part of our research teams.
The Center for Disease Dynamics, Economics & Policy…"
Customer Engineer,Microsoft,"Bengaluru, Karnataka",None,Just posted,"Demonstrated passion for data driven decision making to help diagnose, resolve, and improve service offerings.
You can help us to achieve our mission."
Manager - Analytics,Cognizant,"Coimbatore, Tamil Nadu",None,3 days ago,Coordinates in communicating the data needs with both technology and business teams to ensure that right data is captured for analysis and modeling.
Software Engineer,Sandvine,"Bengaluru, Karnataka",None,5 days ago,"With Sandvine, organizations have the power of an automated platform from a single vendor that delivers a deeper understanding of their network data to drive…"
Senior Process Executive-Voice,Cognizant,"Hyderabad, Telangana",None,3 days ago,"Resolve process related queries and expedite on data requests.
Respond to data requests and other inquiries from the client.
For NA High School Equiv."
Data Analytics Internship,Group Futurista,"Mumbai, Maharashtra","₹5,000 a month",29 days ago,"3.Identifying patterns and trends in data sets.
5.Defining new data collection and analysis processes.
Group Futurista is a leading global events company…"
Senior Data Scientist,Infoblox,"Bengaluru, Karnataka",None,30+ days ago,"Proficient in Python, with specific expertise in Python’s data science and machine learning libraries.
Apply data mining and machine learning techniques for a…"
Data Engineer,SHL,"Gurgaon, Haryana",None,14 days ago,"Integrate multiple data sources into one data lake.
Designing and implementing data ingestion and transformation for big data platforms.
What SHL Can Offer You."
AWS Data Engineer,Cognizant,"Pune, Maharashtra",None,5 days ago,"Bachelors in science , engineering or equivalent.
Provide inputs to data modeling based on the project understanding.
Guide team in coding as per design."
Scala Developer - VP - (FIDCOM-Optimus DAL),Morgan Stanley,"Bengaluru, Karnataka",None,30+ days ago,"Good understanding of core computer science concepts.
It covers a number of technologies including object stores, bitemporal data representation, graph…"
"Systems Administrator, Looker",Google,"Hyderabad, Telangana",None,27 days ago,"Looker integrates data into the daily workflows of users to allow organizations to extract value from data at web-scale.
Ability to work with minimal guidance."
Data Analyst,Johnson Controls,"Bengaluru, Karnataka",None,30+ days ago,"Find, source, and store unique data sets that may be useful for analysis (e.g. go get Google Analytics data and add it to your model)."
Technical Specialist - Toxicology,Corteva Agriscience,"Hyderabad, Telangana",None,6 days ago,"Experience in searching for scientific data, information and Database management skills desirable.
Perform literature technical searches and data evaluation to…"
Front End Engineering Internship,AffinityAnswers,"Bengaluru, Karnataka","₹25,000 a month",10 days ago,"Integrating with the backend applications and APIs by collaborating with the data engineers and DevOps engineers 3.
Have relevant skills and interests."
Python Developer/Data Analyst (Malayali Candidates Required),Talent Basket,"Ernakulam, Kerala","₹6,00,000 - ₹12,00,000 a year",30+ days ago,"Â€¢Expert in Python with data analysis, workflows/data science experience.
Â€¢Experience with Python to implement data analysis workflows in a Linux environment…"
Data/Information Mgt Analyst 2,Citi,"Chennai, Tamil Nadu",None,2 days ago,"Data definitions and data discovery.
Metrics Design: Identification of critical data elements in different systems, data quality rules design, Testing and…"
"Consultant, Applications",Northern Trust Corp.,"Pune, Maharashtra",None,6 days ago,"Ensure all data mapping, data lineage, functional spec, and any other technical documentation are detailed and up to date.
$130 billion in banking assets."
Project Assistant,SCTIMST,"Thiruvananthapuram, Kerala","₹31,000 a month",5 days ago,"Interested candidates may submit their application with bio-data and self attested copies of certificates to prove age, qualifications, experience etc."
Sr. Software Engineer - Data Warehouse,Yash Technologies,"Indore, Madhya Pradesh",None,30+ days ago,"Own and drive the data performance improvements, assist data analyst.
Translate data-driven insights into process improvement recommendations."
Business and Data Analyst,Alphonso,"Bengaluru, Karnataka",None,30+ days ago,"Develop and run data science experiments and interpret the results.
Create case studies by analyzing past viewership and exposure data."
Data Scientist,Data Analyst,"Chennai, Tamil Nadu",None,5 days ago,"Published on : 6 days ago.
Should have 6+ years of experience as Data Scientist.
Should have experience in Data Analytics, Big Data, Machine Learning, AI and…"
"Analyst, Investment Risk Support",Invesco,"Administrative Building, Andhra Pradesh",None,30+ days ago,"Data management: Help building a strong, integrated risk management infrastructure by gathering/mapping/modelling data and resolving data errors."
Senior Analyst – R&I - Oil and Gas Industry - Hyderabad,Deloitte,"Hyderabad, Telangana",None,6 days ago,Managing relations with internal stakeholdersUsing advanced data science and survey advisory capabilities to strengthen the credibility of insights Leveraging…
Associate Clinical Data Manager,Ancillarie,"Mumbai, Maharashtra",None,30+ days ago,"Bachelor’s Degree (Science, Pharmacy, Life science), or Final Year Appeared with zero to one year of experience in Clinical Data Management."
Junior Data Scientist,Flexi Careers India Private Limited,"Bengaluru, Karnataka",None,30+ days ago,"MS/PhD in computer science, statistics, or operations research or related technical discipline.
Experience working with large data sets and distributed…"
GIS Developer ( Pretoria or Cape Town ),Geo Pollution Technologies,"Alwal, Hyderabad, Telangana",None,Just posted,"Interpret data using strong mathematical and statistical skills.
Understand the data and formalise a mental model of the situation."
Data Analyst,Travel Centric Technology,"Bengaluru, Karnataka",None,30+ days ago,"New data collection from internet.
String data mapping skills by joining multiple tables in SQL DB.
Bachelor or Master degree in Science or Information…"
Data Scientist,Talentica Software India,"Pune, Maharashtra",None,30+ days ago,"PhD in Computer science, Mathematics or related disciplines from a premium institute.
Ranked as one of the fastest growing technology companies on the Deloitte…"
Senior Specialist Data Analytics & Visualization,JLT India,"Powai, Mumbai, Maharashtra",None,30+ days ago,"Understand data requirement and work on augment / supplementing the data.
The candidate should be able to understand unstructured data and be able to prepare…"
Job Opening for Data Science Lead,Team Ace HR LLP,"Mumbai, Maharashtra",None,30+ days ago,"Job Description: - An opportunity in a leading IT Company.
Work Experience - 7 to 14 years.
Notice Period - Immediate candidates preferred."
Data Base Administrator - III,Ola Cabs,India,None,16 days ago,"A deep understanding of computer science, software development, and networking principles.
We are looking for a Database Reliability Engineer/Sr."
Senior Program Manager (f/m/d) Data Analytics,Siemens Energy,"Gurgaon, Haryana",None,Today,"You possess expert knowledge of SAP, data analysis, process and data mining, data modeling, machine learning, predictive analytics, data visualization and know…"
Industry Analyst,"Frost and Sullivan, Inc.",Maharashtra,None,2 days ago,"Pharmaceutical/biotechnology, in-vitro diagnostics and life science research tools,.
Proficiency in data compilation and analysis to develop industry…"
Senior Data Analyst,Athenahealth,"Chennai, Tamil Nadu",None,26 days ago,"You will also be responsible for multiple data management needs across the team.
Join us as we work to create a thriving ecosystem that delivers accessible,…"
Data Analyst- Revenue Operations,freshworks,"Chennai, Tamil Nadu",None,30+ days ago,"Filtering, cleaning and converting unstructured (or ambiguous) data into usable data sets that can be analysed to extract insights."
Machine Learning/Deep Learning Experts,CrunchMetrics,"Bengaluru, Karnataka",None,30+ days ago,"This role requires an expert level of data science knowledge as well as experience with data science techniques, systems and processes."
Data Engineer,BookMyShow,"Mumbai, Maharashtra",None,30+ days ago,"Industrialise the data science models and embed intelligence in product & business applications.
Set up practices on data reporting and continuous monitoring."
Data Analyst,ConcertAI,"Bengaluru, Karnataka",None,30+ days ago,"Analyze data for discrepancies and pattern.
Establish deep understanding of the projects/tasks and perform various/extensive data validation checks to make sure…"
PDM/MDM Data Engineer,Hewlett Packard Enterprise,"Bengaluru, Karnataka",None,11 days ago,"Strong understanding of PLM and master data domain.
Close to real time product master data collaboration with partners.
HPE makes Hybrid IT simple."
Senior Data Engineer,Synchronoss Technologies,"Bengaluru, Karnataka",None,20 days ago,"Experience working with data governance, data security and Agile Methodologies.
Demonstrated knowledge of data management, performance tuning."
"Associate Director, Data Management and Analytics",Parexel,"Hyderabad, Telangana",None,23 days ago,"Experience in clinical trials data management desirable.
You’ll support every aspect of successful trial imaging implementation, including protocol/study design…"
"Data Scientist, Global Supply Chain",Cepheid,"Bengaluru, Karnataka",None,30+ days ago,Strategic multi factory global analytics from large data sets of structured and unstructured data from disparate global data systems and sources.
Staff Data Engineer,Juniper Networks,"Bengaluru, Karnataka",None,11 days ago,"3+ years experiences building data pipelines for data science-driven solutions.
3+ years experiences building data pipelines for data science-driven solutions."
Head-Data Sciences,Michael Page,"Bengaluru, Karnataka",None,30+ days ago,"Excellent Opportunity to lead the data sciences team.
To be a part of an organisation with great work culture.
PhD/MS/M.Tech/B.Tech from Tier 1 institutes."
Assistant Manager - Data Scientist,Genpact,"Bengaluru, Karnataka",None,30+ days ago,"Experience using and developing data architectures.
Proficiency in Big data handling tools such as Python/R programming knowledge."
Data science-phd,Novotree Minds Consulting Private Limited,"Bengaluru, Karnataka",None,16 days ago,"Looking for a cand who is having good experience into(Only for PHD Cand) other Graduates dont apply.
Machine learning, deep learning, Nlp, Models."
Data Scientist,AppZen,"Pune, Maharashtra",None,30+ days ago,"Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation,…"
Data Scientist,Clean Harbors India LLP,"Hyderabad, Telangana",None,30+ days ago,"Â€¢Experience with data mining and manipulation required.
We at Clean Harbors are looking for Data Scientist in Hyderabad location.
Â€¢Total Experience:"
Customer Support Specialist,"Epiq Systems, Inc.","Gachibowli, Hyderabad, Telangana",None,13 days ago,"Decisiveness - The ability to make well informed, effective, and timely decisions even when data is limited, or solutions produce unpleasant consequences;…"
"Manager IT, Enterprise Data and Analytics",NetApp,"Bengaluru, Karnataka",None,19 days ago,"Strong command of data modelling, data integration, data virtualization, data warehousing, in-memory computing, major BI platforms, data sciences and machine…"
Data Scientist Lead,ANI Calls India Private Limited,"Hyderabad, Telangana","₹7,20,000 - ₹10,80,000 a year",3 days ago,"Â€¢ Experience working in data science support teams working on recommendations, relationships, or connecting people to one another."
Urban Health Consultant,Indian Institute for Human Settlements,India,None,30+ days ago,"Researchers will work across natural sciences (including mathematics,.
Analysing, coding and transcription of the data;
Research, teaching, and writing skills."
Infrastructure Support,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",None,5 days ago,"Experience working across large infrastructure environments and distributed across multiple data centers.
As a member of the Global Technology Infrastructure -…"
Professional 1 Technology Analyst,DXC,"Bengaluru, Karnataka",None,3 days ago,"Skills in data administration and design.
Bachelor's degree in computer science, engineering, or mathematics, or related field preferred."
Python(Freshers),3RI TECHNOLOGIES,"Pune, Maharashtra",None,30+ days ago,"Listing all functional, technical and operational data necessary for preparation.
Design, Development and testing of Odoo(OpenERP) addons, projects, products…"
Machine Learning Engineer,Hitachi,"Hyderabad, Telangana",None,10 days ago,"Skills Required Ã¢â‚¬Â¢ Expertise in Data Mining, Data wrangling, and data munging using one or more of the most commonly used data science tools: R, Python,…"
Consultant/Senior Consultant -QRM-HYD/BLR/MUM/GUR,Deloitte,"Bengaluru, Karnataka",None,6 days ago,"SCAM ALERT: Caution against fraudulent job offers!
Caution against fraudulent job offers!
We have been informed of instances where jobseekers are led to believe…"
Sr. Associate - Projects,Cognizant,"Coimbatore, Tamil Nadu",None,2 days ago,"Write efficient queries and understand logical and physical data models.
Prepare unit test strategy, test plan document and data requirements."
JUNIOR OFFICER TRAINEE – R&D,Blossom & Blossom,"Vadodara, Gujarat",None,5 days ago,"Can independently conduct Lab experiments and plant process simulation in lab and draw results with data tabulation, experiment planning and reporting to the…"
Research Associate Analytical Chemistry,Syngene,India,None,7 days ago,"Good Knowledge of analytical techniques and analytical data interpretation.
Incorporated in 1993, Syngene International Ltd. is an innovation-focused global…"
Data Scientist,BookMyShow,"Mumbai, Maharashtra",None,30+ days ago,"Will Perform data analysis by integrating different data sources.
Passionate about everything around data.
Understanding business problems and addressing them…"
Data Sciences - Senior Associate,TheMathCompany,"Bengaluru, Karnataka",None,30+ days ago,"We are changing the way companies go about executing enterprise-wide data engineering and data science initiatives, and we’d love to have you grow with us on…"
Process Executive - Voice,Cognizant,"Hyderabad, Telangana",None,3 days ago,"Record own attendance and time sheet related data.
Perform verification of data through approved sources listed by the client.
For NA High School Equiv."
Lead Data Solutions,Novartis,"Hyderabad, Telangana",None,30+ days ago,Be overall responsible for delivery of data services to defined use cases to ensure value realization while ensuring adherence with enterprise wide data…
Senior Associate - Big Data with Java,State Street,"Hyderabad, Telangana",None,12 days ago,"OOP design patterns in Java and data modelling.
Outstanding coding, debugging and analytical skills: Core problem solving skills, ability to analyze available…"
"Software Engineer, Big Data",Netradyne,"Bengaluru, Karnataka",None,30+ days ago,"Architect the big data platform to enable data mining and rapid iterations of machine learning models.
Experience in building large scale data platforms."
"Director- Data Governance, Quality & Architecture",Deutsche Bank,"Pune, Maharashtra",None,30+ days ago,"Extended experience in one or more relevant technical domain from data governance, data architecture or data science and analytics as a practitioner and a…"
GIS Developers- Machine learning (Data Scientist),Infinium Solutionz,"Ahmedabad, Gujarat",None,30+ days ago,"The candidate should have experience in image processing and large volume data handling.
Algorithm Development, Image Processing, API, web development, data…"
BMC Remedy,IBM,India,None,3 days ago,"IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition.
DSO, Email Engine, Web Service."
Business Analyst - Business Finance,Paytm,"Bengaluru, Karnataka",None,6 days ago,"A degree in business, economics, comp science, data science is a strong plus.
Derive business insights from data with a focus on driving business level metrics."
Customer Service Manager,"TraceLink, Inc.","Pune, Maharashtra",None,4 days ago,"Add and/or update customer’s master data.
TraceLink has built the world's largest cloud-based network dedicated to protecting patients, ensuring compliance and…"
Cloud Infrastructure Engineer,Numerator,"Pune, Maharashtra",None,4 days ago,"Numerator is a data and technology company reinventing market research.
Experience with scaling and operationalizing distributed data stores, file systems and…"
"Senior Manager, Data Science",PayPal,"Bengaluru, Karnataka",None,30+ days ago,"Leveraging data analysis tools and technologies.
Analytical & Action-Oriented - You are data driven and outcome focused.
Collaborating in a team environment."
Engineer,TIBCO Software,Andhra Pradesh,None,6 days ago,"From systems to devices and people, we interconnect everything, capture data in real time wherever it is, and augment the intelligence of organizations through…"
Tableau Developer,Solugenix Corp,"Hyderabad, Telangana",None,26 days ago,"Strong skills in SQL - the ability to query data from complex data structures in a data warehouse.
Experience with Data Extraction, Transformation and Load (ETL…"
Associate,Cognizant,"Kolkata, West Bengal",None,9 days ago,"Collate data and provide inputs for reporting requirements.
Provide data and related inputs for producing management information.
Job Posting : Oct 09 2020."
DATA ANALYST,The Data Team,"Bengaluru, Karnataka",None,30+ days ago,The Data Analyst is part of the consulting and data science team of the organization and will be responsible for project delivery on data science and data…
Senior Executive - Production - Gummidipoondi,Kemin,"Gummidipundi, Tamil Nadu",None,10 days ago,"Conduct detailed analysis and reporting of fermentation data for every production lot.
Bachelor’s degree in food science, biotechnology, industrial microbiology…"
Head Of Data,skilora,Remote,None,25 days ago,"7+ years’ experience in a data science position, preferably working as a Senior Data Scientist.
Graduation: Bsc computer science( Required )."
Data Science Content Development part time job/internship at...,FINGERTIPS,"Ahmedabad, Gujarat","₹3,000 a month",30+ days ago,Work with a content developer in the field of data science to transform existing curriculum into interactive learning content using cutting edge web…
Senior TB Diagnostic Specialist (Research),ICF,"New Delhi, Delhi",None,23 days ago,"Build National TB Program staff capacity to conduct research analyze and present data effectively.
Bachelor’s degree in clinical diagnostics, laboratory science…"
QA Engineer,Xactly Corporation,"Bengaluru, Karnataka",None,3 days ago,"Xactly takes Sales Performance Management from a dark art to a science, providing decision-makers with the data insights they need to tap the motivational power…"
Project Trainee (Data Analytics) - Global Channel Partner Te...,Altair Engineering,"Bengaluru, Karnataka",None,30+ days ago,"Altair is a global technology company that provides software and cloud solutions in the areas of product development, high performance computing (HPC) and data…"
Application Developer,Ernst & Young,"Kochi, Kerala",None,3 days ago,"Hands-on experience in data modeling.
Knowledge / Experience in big data analytics tools and Programming languages like Spark/Hadoop/Hive and Scala is an added…"
